"Town","FIPS","Year","Measure Type","Variable","Value"
"Lebanon","0901142390","2012-2016","Number","Total Households",2682
"Lebanon","0901142390","2012-2016","Number","Margins of Error",139
"Lebanon","0901142390","2013-2017","Number","Total Households",2703
"Lebanon","0901142390","2013-2017","Number","Margins of Error",159
"Ledyard","0901142600","2006-2010","Number","Total Households",5584
"Ledyard","0901142600","2006-2010","Number","Margins of Error",206
"Ledyard","0901142600","2007-2011","Number","Total Households",5578
"Ledyard","0901142600","2007-2011","Number","Margins of Error",214
"Ledyard","0901142600","2008-2012","Number","Total Households",5632
"Ledyard","0901142600","2008-2012","Number","Margins of Error",194
"Ledyard","0901142600","2009-2013","Number","Total Households",5655
"Ledyard","0901142600","2009-2013","Number","Margins of Error",191
"Ledyard","0901142600","2010-2014","Number","Total Households",5669
"Ledyard","0901142600","2010-2014","Number","Margins of Error",230
"Ledyard","0901142600","2011-2015","Number","Total Households",5704
"Ledyard","0901142600","2011-2015","Number","Margins of Error",221
"Ledyard","0901142600","2012-2016","Number","Total Households",5791
"Ledyard","0901142600","2012-2016","Number","Margins of Error",228
"Ledyard","0901142600","2013-2017","Number","Total Households",5625
"Ledyard","0901142600","2013-2017","Number","Margins of Error",214
"Lisbon","0901143230","2006-2010","Number","Total Households",1620
"Lisbon","0901143230","2006-2010","Number","Margins of Error",101
"Lisbon","0901143230","2007-2011","Number","Total Households",1690
"Lisbon","0901143230","2007-2011","Number","Margins of Error",112
"Lisbon","0901143230","2008-2012","Number","Total Households",1651
"Lisbon","0901143230","2008-2012","Number","Margins of Error",120
"Lisbon","0901143230","2009-2013","Number","Total Households",1633
"Lisbon","0901143230","2009-2013","Number","Margins of Error",113
"Lisbon","0901143230","2010-2014","Number","Total Households",1635
"Lisbon","0901143230","2010-2014","Number","Margins of Error",98
"Lisbon","0901143230","2011-2015","Number","Total Households",1580
"Lisbon","0901143230","2011-2015","Number","Margins of Error",79
"Lisbon","0901143230","2012-2016","Number","Total Households",1554
"Lisbon","0901143230","2012-2016","Number","Margins of Error",82
"Lisbon","0901143230","2013-2017","Number","Total Households",1651
"Lisbon","0901143230","2013-2017","Number","Margins of Error",102
"Litchfield","0900543370","2006-2010","Number","Total Households",3514
"Litchfield","0900543370","2006-2010","Number","Margins of Error",170
"Litchfield","0900543370","2007-2011","Number","Total Households",3374
"Litchfield","0900543370","2007-2011","Number","Margins of Error",201
"Litchfield","0900543370","2008-2012","Number","Total Households",3326
"Litchfield","0900543370","2008-2012","Number","Margins of Error",188
"Litchfield","0900543370","2009-2013","Number","Total Households",3357
"Litchfield","0900543370","2009-2013","Number","Margins of Error",159
"Litchfield","0900543370","2010-2014","Number","Total Households",3454
"Litchfield","0900543370","2010-2014","Number","Margins of Error",161
"Litchfield","0900543370","2011-2015","Number","Total Households",3441
"Litchfield","0900543370","2011-2015","Number","Margins of Error",201
"Litchfield","0900543370","2012-2016","Number","Total Households",3469
"Litchfield","0900543370","2012-2016","Number","Margins of Error",195
"Litchfield","0900543370","2013-2017","Number","Total Households",3525
"Litchfield","0900543370","2013-2017","Number","Margins of Error",202
"Lyme","0901144210","2006-2010","Number","Total Households",990
"Lyme","0901144210","2006-2010","Number","Margins of Error",59
"Lyme","0901144210","2007-2011","Number","Total Households",988
"Lyme","0901144210","2007-2011","Number","Margins of Error",60
"Lyme","0901144210","2008-2012","Number","Total Households",1047
"Lyme","0901144210","2008-2012","Number","Margins of Error",54
"Lyme","0901144210","2009-2013","Number","Total Households",1038
"Lyme","0901144210","2009-2013","Number","Margins of Error",53
"Lyme","0901144210","2010-2014","Number","Total Households",1060
"Lyme","0901144210","2010-2014","Number","Margins of Error",63
"Lyme","0901144210","2011-2015","Number","Total Households",1077
"Lyme","0901144210","2011-2015","Number","Margins of Error",64
"Lyme","0901144210","2012-2016","Number","Total Households",1066
"Lyme","0901144210","2012-2016","Number","Margins of Error",58
"Lyme","0901144210","2013-2017","Number","Total Households",1093
"Lyme","0901144210","2013-2017","Number","Margins of Error",57
"Madison","0900944560","2006-2010","Number","Total Households",6684
"Madison","0900944560","2006-2010","Number","Margins of Error",185
"Madison","0900944560","2007-2011","Number","Total Households",6739
"Madison","0900944560","2007-2011","Number","Margins of Error",206
"Madison","0900944560","2008-2012","Number","Total Households",6738
"Madison","0900944560","2008-2012","Number","Margins of Error",242
"Madison","0900944560","2009-2013","Number","Total Households",6676
"Madison","0900944560","2009-2013","Number","Margins of Error",235
"Madison","0900944560","2010-2014","Number","Total Households",6727
"Madison","0900944560","2010-2014","Number","Margins of Error",228
"Madison","0900944560","2011-2015","Number","Total Households",6779
"Madison","0900944560","2011-2015","Number","Margins of Error",222
"Madison","0900944560","2012-2016","Number","Total Households",6791
"Madison","0900944560","2012-2016","Number","Margins of Error",250
"Madison","0900944560","2013-2017","Number","Total Households",6749
"Madison","0900944560","2013-2017","Number","Margins of Error",241
"Manchester","0900344700","2006-2010","Number","Total Households",24411
"Manchester","0900344700","2006-2010","Number","Margins of Error",560
"Manchester","0900344700","2007-2011","Number","Total Households",24521
"Manchester","0900344700","2007-2011","Number","Margins of Error",390
"Manchester","0900344700","2008-2012","Number","Total Households",24453
"Manchester","0900344700","2008-2012","Number","Margins of Error",421
"Manchester","0900344700","2009-2013","Number","Total Households",23982
"Manchester","0900344700","2009-2013","Number","Margins of Error",555
"Manchester","0900344700","2010-2014","Number","Total Households",24005
"Manchester","0900344700","2010-2014","Number","Margins of Error",460
"Manchester","0900344700","2011-2015","Number","Total Households",24141
"Manchester","0900344700","2011-2015","Number","Margins of Error",528
"Manchester","0900344700","2012-2016","Number","Total Households",23745
"Manchester","0900344700","2012-2016","Number","Margins of Error",525
"Manchester","0900344700","2013-2017","Number","Total Households",23728
"Manchester","0900344700","2013-2017","Number","Margins of Error",535
"Mansfield","0901344910","2006-2010","Number","Total Households",5889
"Mansfield","0901344910","2006-2010","Number","Margins of Error",441
"Mansfield","0901344910","2007-2011","Number","Total Households",6072
"Mansfield","0901344910","2007-2011","Number","Margins of Error",798
"Mansfield","0901344910","2008-2012","Number","Total Households",5835
"Mansfield","0901344910","2008-2012","Number","Margins of Error",484
"Mansfield","0901344910","2009-2013","Number","Total Households",5459
"Mansfield","0901344910","2009-2013","Number","Margins of Error",423
"Mansfield","0901344910","2010-2014","Number","Total Households",5489
"Mansfield","0901344910","2010-2014","Number","Margins of Error",520
"Mansfield","0901344910","2011-2015","Number","Total Households",5557
"Mansfield","0901344910","2011-2015","Number","Margins of Error",564
"Mansfield","0901344910","2012-2016","Number","Total Households",5499
"Mansfield","0901344910","2012-2016","Number","Margins of Error",494
"Mansfield","0901344910","2013-2017","Number","Total Households",5539
"Mansfield","0901344910","2013-2017","Number","Margins of Error",457
"Marlborough","0900345820","2006-2010","Number","Total Households",2138
"Marlborough","0900345820","2006-2010","Number","Margins of Error",104
"Marlborough","0900345820","2007-2011","Number","Total Households",2220
"Marlborough","0900345820","2007-2011","Number","Margins of Error",99
"Marlborough","0900345820","2008-2012","Number","Total Households",2229
"Marlborough","0900345820","2008-2012","Number","Margins of Error",99
"Marlborough","0900345820","2009-2013","Number","Total Households",2191
"Marlborough","0900345820","2009-2013","Number","Margins of Error",98
"Marlborough","0900345820","2010-2014","Number","Total Households",2259
"Marlborough","0900345820","2010-2014","Number","Margins of Error",114
"Marlborough","0900345820","2011-2015","Number","Total Households",2289
"Marlborough","0900345820","2011-2015","Number","Margins of Error",144
"Marlborough","0900345820","2012-2016","Number","Total Households",2296
"Marlborough","0900345820","2012-2016","Number","Margins of Error",132
"Marlborough","0900345820","2013-2017","Number","Total Households",2312
"Marlborough","0900345820","2013-2017","Number","Margins of Error",120
"Meriden","0900946520","2006-2010","Number","Total Households",23861
"Meriden","0900946520","2006-2010","Number","Margins of Error",522
"Meriden","0900946520","2007-2011","Number","Total Households",23783
"Meriden","0900946520","2007-2011","Number","Margins of Error",558
"Meriden","0900946520","2008-2012","Number","Total Households",23787
"Meriden","0900946520","2008-2012","Number","Margins of Error",509
"Meriden","0900946520","2009-2013","Number","Total Households",23922
"Meriden","0900946520","2009-2013","Number","Margins of Error",537
"Meriden","0900946520","2010-2014","Number","Total Households",24018
"Meriden","0900946520","2010-2014","Number","Margins of Error",497
"Meriden","0900946520","2011-2015","Number","Total Households",24663
"Meriden","0900946520","2011-2015","Number","Margins of Error",694
"Meriden","0900946520","2012-2016","Number","Total Households",25180
"Meriden","0900946520","2012-2016","Number","Margins of Error",603
"Meriden","0900946520","2013-2017","Number","Total Households",26109
"Meriden","0900946520","2013-2017","Number","Margins of Error",663
"Middlebury","0900946940","2006-2010","Number","Total Households",2666
"Middlebury","0900946940","2006-2010","Number","Margins of Error",98
"Middlebury","0900946940","2007-2011","Number","Total Households",2672
"Middlebury","0900946940","2007-2011","Number","Margins of Error",129
"Middlebury","0900946940","2008-2012","Number","Total Households",2797
"Middlebury","0900946940","2008-2012","Number","Margins of Error",130
"Middlebury","0900946940","2009-2013","Number","Total Households",2778
"Middlebury","0900946940","2009-2013","Number","Margins of Error",107
"Middlebury","0900946940","2010-2014","Number","Total Households",2761
"Middlebury","0900946940","2010-2014","Number","Margins of Error",102
"Middlebury","0900946940","2011-2015","Number","Total Households",2722
"Middlebury","0900946940","2011-2015","Number","Margins of Error",95
"Middlebury","0900946940","2012-2016","Number","Total Households",2690
"Middlebury","0900946940","2012-2016","Number","Margins of Error",101
"Middlebury","0900946940","2013-2017","Number","Total Households",2697
"Middlebury","0900946940","2013-2017","Number","Margins of Error",103
"Middlefield","0900747080","2006-2010","Number","Total Households",1676
"Middlefield","0900747080","2006-2010","Number","Margins of Error",103
"Middlefield","0900747080","2007-2011","Number","Total Households",1700
"Middlefield","0900747080","2007-2011","Number","Margins of Error",109
